row;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
140.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
141.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
142.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
143.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
144.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;9.0;9.0;-0.01911953896423197;-10.0;-10.0
145.0;-0.0192683397801257;-10.0;-10.0;10.0;8.0;8.0;-0.00954884480139484;-10.0;-10.0;10.0;8.0;8.0;-0.01911953896423197;-10.0;-10.0
146.0;-0.0192683397801257;-10.0;-10.0;10.0;7.0;7.0;-0.00954884480139484;-10.0;-10.0;10.0;7.0;7.0;-0.01911953896423197;-10.0;-10.0
147.0;-0.0192683397801257;-10.0;-10.0;10.0;8.0;8.0;-0.00954884480139484;-10.0;-10.0;10.0;6.0;6.0;-0.01911953896423197;-10.0;-10.0
148.0;-0.0192683397801257;-10.0;-10.0;10.0;7.0;7.0;-0.00954884480139484;-10.0;-10.0;10.0;5.0;5.0;-0.01911953896423197;-10.0;-10.0
149.0;-0.0192683397801257;-10.0;-10.0;10.0;8.0;8.0;-0.00954884480139484;-10.0;-10.0;10.0;4.0;4.0;-0.01911953896423197;-10.0;-10.0
150.0;-0.0192683397801257;-10.0;-10.0;10.0;7.0;7.0;-0.00954884480139484;-10.0;-10.0;10.0;3.0;3.0;-0.01911953896423197;-10.0;-10.0
151.0;-0.0192683397801257;-10.0;-10.0;10.0;6.0;6.0;-0.00954884480139484;-10.0;-10.0;10.0;2.0;2.0;-0.01911953896423197;-10.0;-10.0
152.0;-0.0192683397801257;-10.0;-10.0;10.0;5.0;5.0;-0.00954884480139484;-10.0;-10.0;10.0;1.0;1.0;-0.01911953896423197;-10.0;-10.0
153.0;-0.0192683397801257;-10.0;-10.0;10.0;4.0;4.0;-0.00954884480139484;-10.0;-10.0;10.0;0.0;0.0;-0.01911953896423197;-10.0;-10.0
154.0;-0.0192683397801257;-10.0;-10.0;10.0;5.0;5.0;-0.00954884480139484;-10.0;-10.0;10.0;-1.0;-1.0;-0.01911953896423197;-10.0;-10.0
155.0;-0.0192683397801257;-10.0;-10.0;10.0;4.0;4.0;-0.00954884480139484;-10.0;-10.0;10.0;-2.0;-2.0;-0.01911953896423197;-10.0;-10.0
156.0;-0.0192683397801257;-10.0;-10.0;10.0;3.0;3.0;-0.00954884480139484;-10.0;-10.0;10.0;-3.0;-3.0;-0.01911953896423197;-10.0;-10.0
157.0;-0.0192683397801257;-10.0;-10.0;10.0;4.0;4.0;-0.00954884480139484;-10.0;-10.0;10.0;-2.0;-2.0;-0.01911953896423197;-10.0;-10.0
158.0;-0.0192683397801257;-10.0;-10.0;10.0;3.0;3.0;-0.00954884480139484;-10.0;-10.0;10.0;-3.0;-3.0;-0.01911953896423197;-10.0;-10.0
159.0;-0.0192683397801257;-10.0;-10.0;10.0;2.0;2.0;-0.00954884480139484;-10.0;-10.0;10.0;-2.0;-2.0;-0.01911953896423197;-10.0;-10.0
160.0;-0.0192683397801257;-10.0;-10.0;10.0;1.0;1.0;-0.00954884480139484;-10.0;-10.0;10.0;-1.0;-1.0;-0.01911953896423197;-10.0;-10.0
161.0;-0.0192683397801257;-10.0;-10.0;10.0;2.0;2.0;-0.00954884480139484;-10.0;-10.0;10.0;0.0;0.0;-0.01911953896423197;-10.0;-10.0
162.0;-0.0192683397801257;-10.0;-10.0;10.0;3.0;3.0;-0.00954884480139484;-10.0;-10.0;10.0;1.0;1.0;-0.01911953896423197;-10.0;-10.0
163.0;-0.0192683397801257;-10.0;-10.0;10.0;4.0;4.0;-0.00954884480139484;-10.0;-10.0;10.0;2.0;2.0;-0.01911953896423197;-10.0;-10.0
164.0;-0.0192683397801257;-10.0;-10.0;10.0;5.0;5.0;-0.00954884480139484;-10.0;-10.0;10.0;3.0;3.0;-0.01911953896423197;-10.0;-10.0
165.0;-0.0192683397801257;-10.0;-10.0;10.0;6.0;6.0;-0.00954884480139484;-10.0;-10.0;10.0;4.0;4.0;-0.01911953896423197;-10.0;-10.0
166.0;-0.0192683397801257;-10.0;-10.0;10.0;7.0;7.0;-0.00954884480139484;-10.0;-10.0;10.0;5.0;5.0;-0.01911953896423197;-10.0;-10.0
167.0;-0.0192683397801257;-10.0;-10.0;10.0;8.0;8.0;-0.00954884480139484;-10.0;-10.0;10.0;6.0;6.0;-0.01911953896423197;-10.0;-10.0
168.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;7.0;7.0;-0.01911953896423197;-10.0;-10.0
169.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;8.0;8.0;-0.01911953896423197;-10.0;-10.0
170.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;9.0;9.0;-0.01911953896423197;-10.0;-10.0
171.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
172.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
173.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
174.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
175.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
176.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
177.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
178.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
179.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
180.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
181.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
182.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
183.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
184.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
185.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
186.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
187.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
188.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
189.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
190.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
191.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
192.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
193.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
194.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
195.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
196.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
197.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
198.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
199.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
200.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
201.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
202.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
203.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
204.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
205.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
206.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
207.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
208.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
209.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
210.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
211.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
212.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
213.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
214.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
215.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
216.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
217.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
218.0;-0.0192683397801257;-10.0;-10.0;10.0;8.0;8.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
219.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
220.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
221.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
222.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
223.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
224.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
225.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
226.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
227.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
228.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
229.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
230.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
231.0;-0.0192683397801257;-10.0;-10.0;10.0;8.0;8.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
232.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
233.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
234.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
235.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
236.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
237.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
238.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
239.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
240.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
241.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
242.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
243.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
244.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
245.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
246.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
247.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
248.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;9.0;9.0;-0.01911953896423197;-10.0;-10.0
249.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;8.0;8.0;-0.01911953896423197;-10.0;-10.0
250.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;7.0;7.0;-0.01911953896423197;-10.0;-10.0
251.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;6.0;6.0;-0.01911953896423197;-10.0;-10.0
252.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;5.0;5.0;-0.01911953896423197;-10.0;-10.0
253.0;-0.0192683397801257;-10.0;-10.0;10.0;8.0;8.0;-0.00954884480139484;-10.0;-10.0;10.0;4.0;4.0;-0.01911953896423197;-10.0;-10.0
254.0;-0.0192683397801257;-10.0;-10.0;10.0;7.0;7.0;-0.00954884480139484;-10.0;-10.0;10.0;3.0;3.0;-0.01911953896423197;-10.0;-10.0
255.0;-0.0192683397801257;-10.0;-10.0;10.0;8.0;8.0;-0.00954884480139484;-10.0;-10.0;10.0;4.0;4.0;-0.01911953896423197;-10.0;-10.0
256.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;5.0;5.0;-0.01911953896423197;-10.0;-10.0
257.0;-0.0192683397801257;-10.0;-10.0;10.0;8.0;8.0;-0.00954884480139484;-10.0;-10.0;10.0;6.0;6.0;-0.01911953896423197;-10.0;-10.0
258.0;-0.0192683397801257;-10.0;-10.0;10.0;7.0;7.0;-0.00954884480139484;-10.0;-10.0;10.0;7.0;7.0;-0.01911953896423197;-10.0;-10.0
259.0;-0.0192683397801257;-10.0;-10.0;10.0;8.0;8.0;-0.00954884480139484;-10.0;-10.0;10.0;8.0;8.0;-0.01911953896423197;-10.0;-10.0
260.0;-0.0192683397801257;-10.0;-10.0;10.0;7.0;7.0;-0.00954884480139484;-10.0;-10.0;10.0;9.0;9.0;-0.01911953896423197;-10.0;-10.0
261.0;-0.0192683397801257;-10.0;-10.0;10.0;8.0;8.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
262.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;9.0;9.0;-0.01911953896423197;-10.0;-10.0
263.0;-0.0192683397801257;-10.0;-10.0;10.0;8.0;8.0;-0.00954884480139484;-10.0;-10.0;10.0;8.0;8.0;-0.01911953896423197;-10.0;-10.0
264.0;-0.0192683397801257;-10.0;-10.0;10.0;7.0;7.0;-0.00954884480139484;-10.0;-10.0;10.0;7.0;7.0;-0.01911953896423197;-10.0;-10.0
265.0;-0.0192683397801257;-10.0;-10.0;10.0;6.0;6.0;-0.00954884480139484;-10.0;-10.0;10.0;6.0;6.0;-0.01911953896423197;-10.0;-10.0
266.0;-0.0192683397801257;-10.0;-10.0;10.0;5.0;5.0;-0.00954884480139484;-10.0;-10.0;10.0;5.0;5.0;-0.01911953896423197;-10.0;-10.0
267.0;-0.0192683397801257;-10.0;-10.0;10.0;4.0;4.0;-0.00954884480139484;-10.0;-10.0;10.0;4.0;4.0;-0.01911953896423197;-10.0;-10.0
268.0;-0.0192683397801257;-10.0;-10.0;10.0;3.0;3.0;-0.00954884480139484;-10.0;-10.0;10.0;3.0;3.0;-0.01911953896423197;-10.0;-10.0
269.0;-0.0192683397801257;-10.0;-10.0;10.0;4.0;4.0;-0.00954884480139484;-10.0;-10.0;10.0;4.0;4.0;-0.01911953896423197;-10.0;-10.0
270.0;-0.0192683397801257;-10.0;-10.0;10.0;3.0;3.0;-0.00954884480139484;-10.0;-10.0;10.0;5.0;5.0;-0.01911953896423197;-10.0;-10.0
271.0;-0.0192683397801257;-10.0;-10.0;10.0;2.0;2.0;-0.00954884480139484;-10.0;-10.0;10.0;6.0;6.0;-0.01911953896423197;-10.0;-10.0
272.0;-0.0192683397801257;-10.0;-10.0;10.0;1.0;1.0;-0.00954884480139484;-10.0;-10.0;10.0;7.0;7.0;-0.01911953896423197;-10.0;-10.0
273.0;-0.0192683397801257;-10.0;-10.0;10.0;2.0;2.0;-0.00954884480139484;-10.0;-10.0;10.0;8.0;8.0;-0.01911953896423197;-10.0;-10.0
274.0;-0.0192683397801257;-10.0;-10.0;10.0;3.0;3.0;-0.00954884480139484;-10.0;-10.0;10.0;9.0;9.0;-0.01911953896423197;-10.0;-10.0
275.0;-0.0192683397801257;-10.0;-10.0;10.0;4.0;4.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
276.0;-0.0192683397801257;-10.0;-10.0;10.0;5.0;5.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
277.0;-0.0192683397801257;-10.0;-10.0;10.0;6.0;6.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
278.0;-0.0192683397801257;-10.0;-10.0;10.0;7.0;7.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
279.0;-0.0192683397801257;-10.0;-10.0;10.0;8.0;8.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
280.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
281.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
282.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
283.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
284.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
285.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
286.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
287.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
288.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
289.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
290.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
291.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
292.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;9.0;9.0;-0.01911953896423197;-10.0;-10.0
293.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
294.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
295.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
296.0;-0.0192683397801257;-10.0;-10.0;10.0;9.0;9.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
297.0;-0.0192683397801257;-10.0;-10.0;10.0;10.0;10.0;-0.00954884480139484;-10.0;-10.0;10.0;10.0;10.0;-0.01911953896423197;-10.0;-10.0
